source	target	lib	tfidfMax	tfidfDistances
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	1359.json	RAWrabicaShamAY1	0.99966	[0.99966]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	Shamela026745.txt	raw_ShamelaY19	0.99892	[0.99892]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	33971.json	RAWrabicaShamAY2	0.92075	[0.92075]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0168IbnTahman.Mashyakha.Shamela0024831-ara1	RELEASE	0.91529	[0.91529, 0.913]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	Shamela024831.txt	raw_ShamelaY19	0.91204	[0.91204]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0168IbnTahman.Mashyakha.JK000625-ara1	RELEASE	0.91081	[0.91081]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0264IbnYahyaMuzani.SunanMathura.Shamela0013033-ara1	RELEASE	0.90939	[0.90939, 0.90606]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	13033.json	RAWrabicaShamAY2	0.90823	[0.90823]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	24831.json	RAWrabicaShamAY2	0.90787	[0.90787]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0249CabdIbnHamid.MuntakhabMinMusnad.ShamAY0033973-ara1	RELEASE	0.90404	[0.90404, 0.9028]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0249CabdIbnHamid.MuntakhabMinMusnad.Shamela0013170-ara1	RELEASE	0.90176	[0.90176]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	13170.json	RAWrabicaShamAY2	0.90162	[0.90162]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0317AbuQasimBaghawi.HadithMuscab.Shamela0005733-ara1	RELEASE	0.89707	[0.89707, 0.89397]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0317AbuQasimBaghawi.HadithMuscab.JK007048-ara1	RELEASE	0.89694	[0.89694]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0249CabdIbnHamid.MuntakhabMinMusnad.JK000486-ara1	RELEASE	0.89676	[0.89676]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0249CabdIbnHamid.MuntakhabMinMusnad.Shia001920-ara1	RELEASE	0.89533	[0.89533]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0249CabdIbnHamid.MuntakhabMinMusnad.Shamela0010631-ara2	RELEASE	0.89524	[0.89524]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	5733.json	RAWrabicaShamAY1	0.89447	[0.89447]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0245LuwaynMissisi.JuzHadith.Shamela0001459-ara1	RELEASE	0.89296	[0.89296]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0463IbnCabdBarr.TaqassiHadithFiMuwatta.Sham19Y0014462-ara1	RELEASE	0.89274	[0.89274, 0.89019]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	3489.html	RAWrabicaRafed	0.89227	[0.89227]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	8619.json	RAW_ABLibrary	0.89224	[0.89224]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0581IbnKharratIshbili.AhkamWusta.Sham19Y0017903-ara1	RELEASE	0.89223	[0.89223, 0.8897]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0241IbnHanbal.Musnad.ShamAY0033963-ara5	RELEASE	0.88939	[0.88939]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0241IbnHanbal.Musnad.Shamela0025794-ara1	RELEASE	0.88917	[0.88917, 0.88579]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0303Nasai.SunanSughra.Shamela0000829-ara1	RELEASE	0.88916	[0.88916]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0241IbnHanbal.Musnad.Shamela0013157-ara1	RELEASE	0.88881	[0.88881]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	13157.json	RAWrabicaShamAY2	0.88813	[0.88813]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0261Muslim.Sahih.Shamela0001727-ara1	RELEASE	0.88805	[0.88805]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	33963.json	RAWrabicaShamAY2	0.88795	[0.88795]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0261Muslim.Sahih.ShamAY0033938-ara1	RELEASE	0.88679	[0.88679, 0.88324]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	33938.json	RAWrabicaShamAY2	0.88649	[0.88649]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0261Muslim.Sahih.Shia001723Vols-ara1	RELEASE	0.88645	[0.88645]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0303Nasai.SunanSughra.Shia001740Vols-ara1	RELEASE	0.8858	[0.8858]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	32955.json	RAWrabicaShamAY2	0.88544	[0.88544]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	33910.json	RAWrabicaShamAY2	0.88393	[0.88393]
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	0303Nasai.CamalYawmWaLayla.JK000735-ara1	RELEASE	0.88371	[0.88371, 0.88062]
